datum,plats,latitud,longitud,temperatur_c,luftfuktighet_procent,vindhastighet_ms,vindriktning_grader,nederbord_mm,lufttryck_hpa,sikt_km,molnighet_procent
2024-07-09,Hammarland,60.2167,19.75,12.5,70,2.5,111,0.4,1018.4,14,53
2024-07-09,Saltvik,60.2833,20.05,14.3,64,9.9,348,0.4,1015.8,13,42
2024-07-09,Geta,60.3833,19.85,11.8,66,9.6,235,0.3,1018.2,15,48
2024-07-09,Eckerö,60.2167,19.6167,15.0,66,3.0,138,0.4,1017.8,13,42
2024-07-09,Lemland,60.05,20.0167,12.1,71,6.1,287,0.4,1015.4,14,37
2024-07-09,Lumparland,60.1167,20.25,14.6,63,5.5,333,0.3,1016.3,14,50
2024-07-10,Mariehamn,60.0972,19.9348,16.0,60,5.7,4,0.3,1004.4,9,64
2024-07-10,Jomala,60.1,19.95,14.5,58,7.8,46,0.4,1003.3,12,60
2024-07-10,Finström,60.2167,19.95,14.1,56,7.6,22,0.3,1005.2,16,51
2024-07-10,Sund,60.25,20.2,15.4,52,5.8,68,0.3,1002.5,14,52
2024-07-10,Hammarland,60.2167,19.75,16.3,55,8.7,174,0.3,1001.9,7,54
2024-07-10,Saltvik,60.2833,20.05,16.3,51,8.1,134,0.3,1003.0,16,62
2024-07-10,Geta,60.3833,19.85,15.5,57,3.4,46,0.3,1004.9,11,51
2024-07-10,Eckerö,60.2167,19.6167,15.0,53,8.9,223,0.4,1004.4,14,56
2024-07-10,Lemland,60.05,20.0167,14.3,51,9.7,288,0.4,1003.1,12,53
2024-07-10,Lumparland,60.1167,20.25,15.8,52,7.7,58,0.4,1002.2,10,63
2024-07-11,Mariehamn,60.0972,19.9348,12.8,64,7.1,285,0.4,1000.5,10,73
2024-07-11,Jomala,60.1,19.95,15.8,65,3.8,241,0.5,1000.7,12,85
2024-07-11,Finström,60.2167,19.95,13.9,67,4.1,137,0.6,1003.5,14,73
2024-07-11,Sund,60.25,20.2,12.9,59,3.1,243,0.4,1003.0,15,80
2024-07-11,Hammarland,60.2167,19.75,16.0,61,3.3,54,0.6,1001.7,14,77
2024-07-11,Saltvik,60.2833,20.05,15.0,66,9.4,91,0.4,1003.3,6,85
2024-07-11,Geta,60.3833,19.85,13.0,62,2.7,218,0.4,1002.9,9,86
2024-07-11,Eckerö,60.2167,19.6167,14.4,65,6.8,346,0.4,1000.9,12,77
2024-07-11,Lemland,60.05,20.0167,15.1,63,6.9,231,0.4,1002.2,6,78
2024-07-11,Lumparland,60.1167,20.25,15.8,60,4.5,161,0.5,1001.0,6,82
2024-07-12,Mariehamn,60.0972,19.9348,9.2,85,3.9,253,0.2,1004.7,5,71
2024-07-12,Jomala,60.1,19.95,11.2,84,8.1,207,0.2,1002.3,8,68
2024-07-12,Finström,60.2167,19.95,12.0,89,6.2,99,0.2,1004.9,11,63
2024-07-12,Sund,60.25,20.2,11.1,90,2.3,144,0.2,1002.8,6,58
2024-07-12,Hammarland,60.2167,19.75,11.4,86,5.9,281,0.3,1002.8,12,60
2024-07-12,Saltvik,60.2833,20.05,8.7,81,3.1,207,0.2,1003.2,9,57
2024-07-12,Geta,60.3833,19.85,9.9,90,3.2,170,0.2,1001.8,5,66
2024-07-12,Eckerö,60.2167,19.6167,8.5,88,4.6,14,0.3,1003.7,7,73
2024-07-12,Lemland,60.05,20.0167,11.6,84,6.2,75,0.3,1004.4,12,58
2024-07-12,Lumparland,60.1167,20.25,10.3,89,8.6,35,0.2,1002.7,11,59
2024-07-13,Mariehamn,60.0972,19.9348,11.6,66,8.3,29,0.4,1017.1,15,26
2024-07-13,Jomala,60.1,19.95,10.2,64,7.3,157,0.5,1016.5,9,23
2024-07-13,Finström,60.2167,19.95,12.2,60,2.7,322,0.4,1018.5,13,17
2024-07-13,Sund,60.25,20.2,10.4,60,4.4,333,0.4,1016.4,9,20
2024-07-13,Hammarland,60.2167,19.75,10.3,64,4.3,23,0.4,1016.9,15,19
2024-07-13,Saltvik,60.2833,20.05,13.3,61,6.3,291,0.4,1015.9,12,29
2024-07-13,Geta,60.3833,19.85,12.0,61,3.6,255,0.4,1018.0,10,19
2024-07-13,Eckerö,60.2167,19.6167,13.2,66,4.0,172,0.4,1018.5,8,13
2024-07-13,Lemland,60.05,20.0167,12.0,59,10.0,111,0.4,1018.3,11,23
2024-07-13,Lumparland,60.1167,20.25,9.8,59,5.0,151,0.5,1015.1,13,27
2024-07-14,Mariehamn,60.0972,19.9348,14.2,82,6.6,25,0.3,1006.3,8,71
2024-07-14,Jomala,60.1,19.95,16.8,84,4.8,330,0.3,1007.2,5,69
2024-07-14,Finström,60.2167,19.95,16.1,84,9.9,7,0.3,1006.2,7,79
2024-07-14,Sund,60.25,20.2,15.2,82,9.7,111,0.2,1008.5,5,68
2024-07-14,Hammarland,60.2167,19.75,18.1,88,2.1,197,0.3,1007.8,9,80
2024-07-14,Saltvik,60.2833,20.05,17.1,87,5.1,90,0.3,1007.2,5,78
2024-07-14,Geta,60.3833,19.85,16.6,87,6.3,56,0.3,1006.1,5,75
2024-07-14,Eckerö,60.2167,19.6167,18.0,89,9.0,344,0.3,1005.6,12,77
2024-07-14,Lemland,60.05,20.0167,16.4,82,9.0,343,0.2,1008.3,12,73
2024-07-14,Lumparland,60.1167,20.25,16.6,83,3.3,178,0.2,1007.6,11,69
2024-07-15,Mariehamn,60.0972,19.9348,15.0,85,9.4,252,0.4,1022.8,6,38
2024-07-15,Jomala,60.1,19.95,13.3,87,9.2,288,0.4,1021.3,13,46
2024-07-15,Finström,60.2167,19.95,12.1,87,5.8,247,0.3,1020.8,9,48
2024-07-15,Sund,60.25,20.2,12.9,85,2.7,51,0.4,1021.9,8,35
2024-07-15,Hammarland,60.2167,19.75,14.2,93,9.7,235,0.3,1023.0,13,30
2024-07-15,Saltvik,60.2833,20.05,13.9,90,4.5,275,0.4,1021.0,11,43
2024-07-15,Geta,60.3833,19.85,14.3,86,5.6,145,0.4,1023.0,8,39
2024-07-15,Eckerö,60.2167,19.6167,13.9,85,8.0,43,0.3,1019.6,14,48
2024-07-15,Lemland,60.05,20.0167,13.8,89,2.8,71,0.3,1022.1,13,39
2024-07-15,Lumparland,60.1167,20.25,12.2,85,3.4,133,0.4,1020.7,14,34
2024-07-16,Mariehamn,60.0972,19.9348,14.2,54,5.1,202,0,1019.2,12,56
2024-07-16,Jomala,60.1,19.95,13.1,54,2.9,223,0,1021.5,11,74
2024-07-16,Finström,60.2167,19.95,13.7,51,2.5,272,0,1021.5,15,60
2024-07-16,Sund,60.25,20.2,12.3,50,8.8,350,0,1022.0,12,70
2024-07-16,Hammarland,60.2167,19.75,13.7,52,4.1,20,0,1019.8,13,58
2024-07-16,Saltvik,60.2833,20.05,13.1,59,7.3,195,0,1021.2,8,62
2024-07-16,Geta,60.3833,19.85,14.0,55,7.6,323,0,1020.6,9,59
2024-07-16,Eckerö,60.2167,19.6167,12.1,55,4.4,158,0,1019.3,13,60
2024-07-16,Lemland,60.05,20.0167,13.3,50,8.5,282,0,1021.8,14,63
2024-07-16,Lumparland,60.1167,20.25,12.3,59,8.4,238,0,1022.2,14,70
2024-07-17,Mariehamn,60.0972,19.9348,18.4,74,5.3,281,0.6,1005.2,5,50
2024-07-17,Jomala,60.1,19.95,18.5,77,8.5,112,0.7,1005.4,14,39
2024-07-17,Finström,60.2167,19.95,15.8,83,2.9,134,0.6,1004.0,9,42
2024-07-17,Sund,60.25,20.2,16.7,78,4.1,192,0.6,1001.9,6,33
2024-07-17,Hammarland,60.2167,19.75,15.7,75,6.3,145,0.7,1002.9,11,46
2024-07-17,Saltvik,60.2833,20.05,18.1,82,8.8,214,0.7,1002.8,14,45
2024-07-17,Geta,60.3833,19.85,15.8,76,7.5,196,0.5,1003.9,13,46
2024-07-17,Eckerö,60.2167,19.6167,15.9,75,9.1,235,0.5,1002.2,10,42
2024-07-17,Lemland,60.05,20.0167,18.7,82,7.1,197,0.6,1005.7,12,37
2024-07-17,Lumparland,60.1167,20.25,17.0,74,6.4,148,0.7,1002.6,9,37
2024-07-18,Mariehamn,60.0972,19.9348,17.7,56,4.5,339,2.1,1024.1,17,43
2024-07-18,Jomala,60.1,19.95,16.6,61,4.2,307,2.3,1024.4,9,40
2024-07-18,Finström,60.2167,19.95,16.3,62,2.0,65,2.4,1023.2,10,49
2024-07-18,Sund,60.25,20.2,17.1,61,6.6,67,2.4,1022.5,15,44
2024-07-18,Hammarland,60.2167,19.75,18.5,57,6.6,158,1.9,1025.0,14,41
2024-07-18,Saltvik,60.2833,20.05,17.3,56,8.5,237,1.8,1023.2,14,49
2024-07-18,Geta,60.3833,19.85,16.3,57,9.2,223,2.4,1025.2,16,44
2024-07-18,Eckerö,60.2167,19.6167,16.1,62,5.8,11,2.1,1021.7,9,52
2024-07-18,Lemland,60.05,20.0167,17.8,59,9.7,195,1.9,1024.4,12,48
2024-07-18,Lumparland,60.1167,20.25,16.2,59,9.5,355,2.0,1025.0,16,53
2024-07-19,Mariehamn,60.0972,19.9348,10.4,64,2.2,5,0.1,1010.2,9,21
2024-07-19,Jomala,60.1,19.95,10.8,63,4.8,332,0.1,1010.2,16,25
2024-07-19,Finström,60.2167,19.95,11.7,67,6.8,8,0.1,1008.8,13,17
2024-07-19,Sund,60.25,20.2,8.5,71,2.1,207,0.1,1010.0,13,17
2024-07-19,Hammarland,60.2167,19.75,10.9,69,2.6,32,0.1,1010.5,16,21
2024-07-19,Saltvik,60.2833,20.05,10.4,71,3.6,233,0.1,1010.3,13,16
2024-07-19,Geta,60.3833,19.85,8.8,64,6.6,275,0.1,1008.0,16,18
2024-07-19,Eckerö,60.2167,19.6167,10.8,64,3.9,158,0.1,1009.0,16,18
2024-07-19,Lemland,60.05,20.0167,9.4,68,9.8,233,0.1,1008.2,16,16
2024-07-19,Lumparland,60.1167,20.25,9.3,72,8.0,208,0.1,1010.4,13,30
2024-07-20,Mariehamn,60.0972,19.9348,12.9,57,4.6,125,0.4,1012.1,6,64
2024-07-20,Jomala,60.1,19.95,16.2,55,2.9,174,0.6,1013.2,14,71
2024-07-20,Finström,60.2167,19.95,13.5,61,2.2,147,0.5,1010.5,8,60
2024-07-20,Sund,60.25,20.2,14.6,65,7.6,146,0.4,1010.8,6,69
2024-07-20,Hammarland,60.2167,19.75,13.4,55,6.7,269,0.6,1012.3,15,57
2024-07-20,Saltvik,60.2833,20.05,16.0,64,6.4,172,0.5,1011.7,10,70
2024-07-20,Geta,60.3833,19.85,14.1,64,2.7,124,0.4,1011.9,7,69
2024-07-20,Eckerö,60.2167,19.6167,12.3,61,2.5,296,0.5,1013.0,6,61
2024-07-20,Lemland,60.05,20.0167,12.8,61,5.4,304,0.5,1012.9,10,69
2024-07-20,Lumparland,60.1167,20.25,16.2,57,2.5,242,0.5,1011.7,10,59
2024-07-21,Mariehamn,60.0972,19.9348,8.0,69,3.8,146,2.4,1014.1,5,73
2024-07-21,Jomala,60.1,19.95,8.9,74,2.7,288,2.2,1011.9,10,77
2024-07-21,Finström,60.2167,19.95,8.0,77,3.1,344,2.3,1012.7,8,77
2024-07-21,Sund,60.25,20.2,7.7,74,6.8,137,2.4,1013.7,9,84
2024-07-21,Hammarland,60.2167,19.75,8.0,77,5.5,73,2.1,1014.4,14,68
2024-07-21,Saltvik,60.2833,20.05,8.6,76,9.7,296,1.8,1011.6,11,81
2024-07-21,Geta,60.3833,19.85,8.7,72,2.4,10,1.8,1013.4,9,83
2024-07-21,Eckerö,60.2167,19.6167,7.3,78,4.6,243,2.0,1010.9,13,76
2024-07-21,Lemland,60.05,20.0167,9.8,72,7.4,148,2.0,1012.2,11,69
2024-07-21,Lumparland,60.1167,20.25,7.9,70,8.1,291,1.9,1013.6,6,84
2024-07-22,Mariehamn,60.0972,19.9348,10.6,68,9.0,352,1.4,1025.6,8,67
2024-07-22,Jomala,60.1,19.95,8.2,68,5.0,161,1.6,1025.3,14,61
2024-07-22,Finström,60.2167,19.95,9.9,62,9.6,38,1.9,1022.6,10,67
2024-07-22,Sund,60.25,20.2,9.5,65,5.8,37,1.5,1024.7,10,55
2024-07-22,Hammarland,60.2167,19.75,9.8,67,7.7,145,1.9,1025.8,10,63
2024-07-22,Saltvik,60.2833,20.05,7.7,63,3.1,313,1.8,1024.3,12,54
2024-07-22,Geta,60.3833,19.85,7.8,67,9.8,64,1.6,1025.0,11,58
2024-07-22,Eckerö,60.2167,19.6167,7.9,68,6.2,149,1.7,1022.3,7,53
2024-07-22,Lemland,60.05,20.0167,10.8,61,4.3,199,1.8,1023.4,14,55
2024-07-22,Lumparland,60.1167,20.25,9.6,62,8.5,121,1.5,1023.1,9,66
2024-07-23,Mariehamn,60.0972,19.9348,11.5,67,7.4,139,3.7,1016.8,11,88
2024-07-23,Jomala,60.1,19.95,12.4,75,8.1,237,3.5,1015.6,12,84
2024-07-23,Finström,60.2167,19.95,9.6,72,5.2,303,4.7,1016.0,5,83
2024-07-23,Sund,60.25,20.2,9.5,72,9.1,123,3.4,1015.4,12,98
2024-07-23,Hammarland,60.2167,19.75,12.5,66,8.9,232,3.4,1018.6,5,93
2024-07-23,Saltvik,60.2833,20.05,11.5,70,6.5,171,4.7,1017.5,7,90
2024-07-23,Geta,60.3833,19.85,12.7,68,8.5,238,3.5,1017.1,7,95
2024-07-23,Eckerö,60.2167,19.6167,9.5,74,5.6,97,4.5,1015.4,7,94
2024-07-23,Lemland,60.05,20.0167,9.1,66,2.6,126,3.6,1016.7,9,87
2024-07-23,Lumparland,60.1167,20.25,12.7,72,5.5,271,3.7,1017.6,5,81
2024-07-24,Mariehamn,60.0972,19.9348,9.3,92,8.8,33,0.2,1007.8,7,76
2024-07-24,Jomala,60.1,19.95,10.6,86,8.3,344,0.2,1005.5,5,68
2024-07-24,Finström,60.2167,19.95,10.9,88,3.3,144,0.2,1007.1,12,79
2024-07-24,Sund,60.25,20.2,12.4,88,9.8,255,0.1,1007.6,7,70
2024-07-24,Hammarland,60.2167,19.75,9.1,90,9.6,263,0.2,1008.1,5,80
2024-07-24,Saltvik,60.2833,20.05,10.1,88,7.2,42,0.2,1007.4,6,72
2024-07-24,Geta,60.3833,19.85,10.6,92,6.7,323,0.2,1008.0,5,83
2024-07-24,Eckerö,60.2167,19.6167,11.9,91,8.6,85,0.2,1008.3,5,78
2024-07-24,Lemland,60.05,20.0167,9.0,85,8.9,240,0.2,1008.1,10,76
2024-07-24,Lumparland,60.1167,20.25,9.4,94,8.4,186,0.2,1006.9,6,84
2024-07-25,Mariehamn,60.0972,19.9348,13.1,83,8.4,197,1.3,1000.2,10,85
2024-07-25,Jomala,60.1,19.95,14.2,83,8.6,88,1.1,1002.4,7,92
2024-07-25,Finström,60.2167,19.95,12.3,75,6.0,147,1.2,1001.1,10,91
2024-07-25,Sund,60.25,20.2,13.1,79,3.3,177,1.3,1002.4,5,87
2024-07-25,Hammarland,60.2167,19.75,12.2,82,10.0,233,1.5,1001.1,7,87
2024-07-25,Saltvik,60.2833,20.05,13.0,83,2.9,150,1.0,1000.6,9,87
2024-07-25,Geta,60.3833,19.85,12.1,74,5.3,215,1.3,999.7,11,94
2024-07-25,Eckerö,60.2167,19.6167,13.7,78,3.2,339,1.3,1001.3,11,85
2024-07-25,Lemland,60.05,20.0167,14.2,74,2.0,181,1.5,1002.0,13,85
2024-07-25,Lumparland,60.1167,20.25,13.1,77,4.0,169,1.3,1002.2,10,76
2024-07-26,Mariehamn,60.0972,19.9348,9.6,91,6.8,137,0.5,1002.2,5,64
2024-07-26,Jomala,60.1,19.95,9.9,90,8.6,63,0.5,1003.1,5,60
2024-07-26,Finström,60.2167,19.95,7.7,93,3.2,113,0.5,1002.5,9,52
2024-07-26,Sund,60.25,20.2,7.5,85,7.6,117,0.4,1003.0,5,65
2024-07-26,Hammarland,60.2167,19.75,9.5,92,2.8,71,0.6,1003.3,10,55
2024-07-26,Saltvik,60.2833,20.05,7.4,86,3.0,307,0.4,1003.6,5,54
2024-07-26,Geta,60.3833,19.85,6.8,85,5.5,86,0.5,999.9,8,65
2024-07-26,Eckerö,60.2167,19.6167,9.6,90,5.1,160,0.5,1001.4,8,66
2024-07-26,Lemland,60.05,20.0167,9.6,92,5.2,15,0.4,1001.7,10,68
2024-07-26,Lumparland,60.1167,20.25,7.3,87,2.1,358,0.5,1002.1,10,66
2024-07-27,Mariehamn,60.0972,19.9348,17.1,74,7.6,113,0.2,1020.9,8,26
2024-07-27,Jomala,60.1,19.95,15.1,77,6.4,72,0.2,1020.5,9,25
2024-07-27,Finström,60.2167,19.95,17.7,73,8.6,17,0.2,1019.3,13,26
2024-07-27,Sund,60.25,20.2,14.5,72,8.9,224,0.2,1021.2,10,34
2024-07-27,Hammarland,60.2167,19.75,17.4,72,5.8,290,0.2,1021.4,16,32
2024-07-27,Saltvik,60.2833,20.05,15.1,74,4.5,197,0.2,1021.5,12,30
2024-07-27,Geta,60.3833,19.85,14.6,80,4.5,168,0.2,1020.2,10,37
2024-07-27,Eckerö,60.2167,19.6167,18.0,76,6.8,232,0.2,1019.6,10,37
2024-07-27,Lemland,60.05,20.0167,17.5,80,9.4,255,0.2,1019.6,10,28
2024-07-27,Lumparland,60.1167,20.25,17.3,76,9.6,173,0.2,1021.9,14,43
2024-07-28,Mariehamn,60.0972,19.9348,10.8,58,9.5,111,0.1,1017.5,15,55
2024-07-28,Jomala,60.1,19.95,7.4,56,2.9,197,0.2,1017.9,13,49
2024-07-28,Finström,60.2167,19.95,9.6,54,9.4,65,0.1,1020.4,9,56
2024-07-28,Sund,60.25,20.2,8.4,54,8.4,302,0.1,1018.0,10,49
2024-07-28,Hammarland,60.2167,19.75,10.8,56,9.6,177,0.1,1020.9,9,46
2024-07-28,Saltvik,60.2833,20.05,9.1,54,8.8,101,0.1,1018.1,8,50
2024-07-28,Geta,60.3833,19.85,9.9,57,9.2,43,0.1,1019.1,12,55
2024-07-28,Eckerö,60.2167,19.6167,10.4,52,6.9,16,0.1,1020.6,10,59
2024-07-28,Lemland,60.05,20.0167,10.0,50,6.8,237,0.1,1019.8,13,54
2024-07-28,Lumparland,60.1167,20.25,7.8,52,4.5,111,0.1,1020.9,7,59
2024-07-29,Mariehamn,60.0972,19.9348,19.0,70,9.0,78,0.4,1012.1,10,64
2024-07-29,Jomala,60.1,19.95,20.4,66,3.7,187,0.6,1012.6,9,63
2024-07-29,Finström,60.2167,19.95,17.8,70,7.0,256,0.4,1013.0,12,72
2024-07-29,Sund,60.25,20.2,17.7,67,5.9,160,0.5,1013.7,10,65
2024-07-29,Hammarland,60.2167,19.75,19.5,66,2.1,1,0.5,1012.3,10,74
2024-07-29,Saltvik,60.2833,20.05,17.8,74,9.8,316,0.4,1011.4,5,82
2024-07-29,Geta,60.3833,19.85,20.8,65,5.1,306,0.5,1012.9,10,77
2024-07-29,Eckerö,60.2167,19.6167,18.8,66,7.8,162,0.5,1013.6,12,71
2024-07-29,Lemland,60.05,20.0167,18.3,73,6.4,296,0.5,1012.6,8,64
2024-07-29,Lumparland,60.1167,20.25,20.5,70,2.5,274,0.4,1012.8,14,79
2024-07-30,Mariehamn,60.0972,19.9348,7.4,75,8.4,69,0.2,1005.6,6,55
2024-07-30,Jomala,60.1,19.95,7.4,76,9.7,158,0.3,1005.1,12,53
2024-07-30,Finström,60.2167,19.95,7.9,82,9.6,85,0.3,1007.5,5,54
2024-07-30,Sund,60.25,20.2,10.9,78,4.2,255,0.3,1006.5,12,55
2024-07-30,Hammarland,60.2167,19.75,8.4,74,4.0,97,0.2,1005.6,9,44
2024-07-30,Saltvik,60.2833,20.05,8.8,73,4.2,262,0.3,1006.0,11,50
2024-07-30,Geta,60.3833,19.85,10.4,75,5.3,72,0.3,1005.1,7,48
2024-07-30,Eckerö,60.2167,19.6167,7.6,75,3.8,167,0.2,1007.5,14,60
2024-07-30,Lemland,60.05,20.0167,7.6,76,7.6,8,0.3,1008.2,5,50
2024-07-30,Lumparland,60.1167,20.25,9.0,80,9.1,228,0.3,1008.4,9,43
2024-07-31,Mariehamn,60.0972,19.9348,16.9,70,4.2,28,0.2,1000.9,6,49
2024-07-31,Jomala,60.1,19.95,18.1,70,4.3,296,0.2,1002.7,14,45
2024-07-31,Finström,60.2167,19.95,17.6,71,8.2,287,0.2,1001.9,9,42
2024-07-31,Sund,60.25,20.2,17.8,67,4.0,14,0.3,1000.1,15,43
2024-07-31,Hammarland,60.2167,19.75,19.6,66,9.8,173,0.2,1001.5,9,42
2024-07-31,Saltvik,60.2833,20.05,19.4,72,6.6,109,0.2,1001.0,12,45
2024-07-31,Geta,60.3833,19.85,19.2,73,7.3,171,0.2,1002.2,14,38
2024-07-31,Eckerö,60.2167,19.6167,16.4,67,8.5,111,0.2,1002.5,12,48
2024-07-31,Lemland,60.05,20.0167,18.6,68,9.0,196,0.2,1000.6,13,41
2024-07-31,Lumparland,60.1167,20.25,19.3,68,9.9,21,0.2,1001.0,11,39
2024-08-01,Mariehamn,60.0972,19.9348,14.3,78,6.1,309,3.0,1016.0,5,100
2024-08-01,Jomala,60.1,19.95,13.0,74,6.1,171,4.1,1017.3,8,100
2024-08-01,Finström,60.2167,19.95,13.1,77,2.8,60,2.9,1014.9,5,100
2024-08-01,Sund,60.25,20.2,15.6,70,9.3,350,3.5,1016.8,8,100
2024-08-01,Hammarland,60.2167,19.75,14.9,72,3.9,281,3.6,1014.5,12,100
2024-08-01,Saltvik,60.2833,20.05,14.4,77,2.2,205,3.5,1014.5,5,100
2024-08-01,Geta,60.3833,19.85,16.4,74,4.1,225,3.9,1015.5,8,100
2024-08-01,Eckerö,60.2167,19.6167,14.0,70,7.1,55,3.9,1014.6,5,100
2024-08-01,Lemland,60.05,20.0167,13.2,72,4.0,356,4.0,1017.1,5,97
2024-08-01,Lumparland,60.1167,20.25,13.6,72,9.5,333,3.6,1015.3,10,100
2024-08-02,Mariehamn,60.0972,19.9348,15.3,78,3.3,77,0.6,1025.8,11,65
2024-08-02,Jomala,60.1,19.95,12.6,81,6.5,274,0.4,1024.1,12,65
2024-08-02,Finström,60.2167,19.95,13.1,77,7.5,216,0.4,1024.9,12,71
2024-08-02,Sund,60.25,20.2,14.1,82,5.5,177,0.4,1024.0,5,66
2024-08-02,Hammarland,60.2167,19.75,14.8,75,8.0,157,0.5,1025.2,8,75
2024-08-02,Saltvik,60.2833,20.05,15.1,76,7.6,82,0.4,1025.7,11,68
2024-08-02,Geta,60.3833,19.85,16.2,81,6.9,265,0.5,1024.2,6,63
2024-08-02,Eckerö,60.2167,19.6167,14.7,82,8.0,39,0.5,1025.0,5,77
2024-08-02,Lemland,60.05,20.0167,14.0,83,5.3,2,0.5,1023.4,5,65
2024-08-02,Lumparland,60.1167,20.25,14.7,82,8.5,21,0.5,1025.6,9,72
2024-08-03,Mariehamn,60.0972,19.9348,12.1,93,5.8,355,4.0,1023.2,10,51
2024-08-03,Jomala,60.1,19.95,13.2,88,6.7,213,4.1,1022.6,6,52
2024-08-03,Finström,60.2167,19.95,10.6,93,8.5,126,3.5,1020.5,8,44
2024-08-03,Sund,60.25,20.2,13.8,93,5.2,213,4.4,1021.0,11,45
2024-08-03,Hammarland,60.2167,19.75,13.7,92,4.4,95,4.7,1022.3,5,49
2024-08-03,Saltvik,60.2833,20.05,10.4,90,5.7,12,3.6,1020.0,5,44
2024-08-03,Geta,60.3833,19.85,10.2,89,5.6,204,4.5,1022.8,13,59
2024-08-03,Eckerö,60.2167,19.6167,12.5,94,3.5,130,4.6,1021.4,5,53
2024-08-03,Lemland,60.05,20.0167,12.0,90,4.4,267,3.7,1023.2,13,49
2024-08-03,Lumparland,60.1167,20.25,12.4,90,3.9,236,3.5,1021.5,5,51
2024-08-04,Mariehamn,60.0972,19.9348,11.7,60,8.4,33,0.2,1002.6,11,36
2024-08-04,Jomala,60.1,19.95,14.1,65,7.3,29,0.2,1004.8,16,27
2024-08-04,Finström,60.2167,19.95,12.2,69,5.6,161,0.2,1006.3,9,34
2024-08-04,Sund,60.25,20.2,13.4,67,10.0,117,0.2,1002.5,13,30
2024-08-04,Hammarland,60.2167,19.75,12.3,64,4.2,348,0.2,1005.1,11,27
2024-08-04,Saltvik,60.2833,20.05,14.4,66,6.4,291,0.2,1003.2,11,25
2024-08-04,Geta,60.3833,19.85,13.1,65,4.0,266,0.3,1003.9,11,35
2024-08-04,Eckerö,60.2167,19.6167,14.9,62,4.7,197,0.2,1004.1,16,23
2024-08-04,Lemland,60.05,20.0167,12.9,67,3.7,216,0.2,1004.0,17,27
2024-08-04,Lumparland,60.1167,20.25,14.7,59,5.2,258,0.2,1002.7,13,36
2024-08-05,Mariehamn,60.0972,19.9348,16.6,63,8.6,98,0.2,1024.0,12,58
2024-08-05,Jomala,60.1,19.95,14.9,56,5.9,54,0.3,1025.9,9,65
2024-08-05,Finström,60.2167,19.95,15.5,60,4.4,69,0.2,1025.9,9,52
2024-08-05,Sund,60.25,20.2,16.1,62,8.3,39,0.2,1025.4,15,47
2024-08-05,Hammarland,60.2167,19.75,17.0,66,4.8,254,0.2,1024.3,12,61
2024-08-05,Saltvik,60.2833,20.05,14.8,61,4.9,84,0.3,1025.2,13,63
2024-08-05,Geta,60.3833,19.85,15.9,60,2.1,76,0.3,1026.3,10,64
2024-08-05,Eckerö,60.2167,19.6167,15.1,65,4.9,247,0.2,1024.9,10,52
2024-08-05,Lemland,60.05,20.0167,16.3,63,2.5,219,0.3,1023.2,12,53
2024-08-05,Lumparland,60.1167,20.25,17.2,56,9.5,239,0.3,1023.1,15,63
2024-08-06,Mariehamn,60.0972,19.9348,15.9,77,3.0,332,0,1000.4,5,56
2024-08-06,Jomala,60.1,19.95,14.5,68,8.8,191,0,1003.0,13,43
2024-08-06,Finström,60.2167,19.95,13.6,76,5.6,49,0,1000.6,11,48
2024-08-06,Sund,60.25,20.2,14.0,73,5.4,102,0,1003.1,6,55
2024-08-06,Hammarland,60.2167,19.75,15.7,76,5.5,282,0,999.5,7,40
2024-08-06,Saltvik,60.2833,20.05,13.8,70,3.2,189,0,999.9,7,49
2024-08-06,Geta,60.3833,19.85,13.5,74,9.2,285,0,1002.6,7,55
2024-08-06,Eckerö,60.2167,19.6167,16.1,70,7.4,313,0,999.7,9,56
2024-08-06,Lemland,60.05,20.0167,14.8,74,3.7,92,0,1001.5,13,56
2024-08-06,Lumparland,60.1167,20.25,14.5,77,2.5,96,0,1001.2,14,47
2024-08-07,Mariehamn,60.0972,19.9348,17.7,81,6.9,280,0.3,1020.1,7,60
2024-08-07,Jomala,60.1,19.95,18.3,84,2.5,239,0.3,1021.9,10,57
2024-08-07,Finström,60.2167,19.95,19.0,83,3.4,358,0.4,1019.9,9,69
2024-08-07,Sund,60.25,20.2,17.3,84,7.5,351,0.3,1019.5,5,56
2024-08-07,Hammarland,60.2167,19.75,20.2,82,4.6,20,0.4,1018.2,13,61
2024-08-07,Saltvik,60.2833,20.05,17.7,81,4.2,312,0.3,1019.8,11,56
2024-08-07,Geta,60.3833,19.85,17.7,80,6.1,7,0.3,1019.5,9,73
2024-08-07,Eckerö,60.2167,19.6167,18.1,79,5.5,242,0.3,1021.3,7,68
2024-08-07,Lemland,60.05,20.0167,18.6,81,9.4,95,0.3,1019.2,8,65
2024-08-07,Lumparland,60.1167,20.25,19.3,82,3.4,259,0.4,1021.8,11,68
2024-08-08,Mariehamn,60.0972,19.9348,14.7,73,9.8,249,3.4,1001.6,9,79
2024-08-08,Jomala,60.1,19.95,17.4,66,3.8,283,2.6,1000.8,14,71
2024-08-08,Finström,60.2167,19.95,14.5,71,5.0,251,3.1,1000.3,11,76
2024-08-08,Sund,60.25,20.2,14.4,68,7.7,205,3.5,1001.2,7,71
2024-08-08,Hammarland,60.2167,19.75,16.5,65,2.0,204,3.4,1001.5,11,65
